9.614-9.773: hello
2283.979-2284.479: through
2284.538-2284.698: a
2284.698-2284.858: small
2284.858-2285.098: number
2285.098-2285.258: of
2285.258-2285.758: news
2285.897-2286.057: organizations
2286.457-2286.617: and
2286.617-2286.777: then
2286.777-2287.017: to
2287.017-2287.416: be
2287.816-2288.056: printed
2288.056-2288.376: in
2288.376-2288.775: newspapers
2288.775-2289.255: or
2289.255-2289.495: broadcast
2289.815-2289.975: there
2289.975-2290.214: wasn't
2290.214-2290.534: really
2290.534-2291.034: any
2291.414-2291.653: way
2291.653-2291.893: that
2291.893-2292.393: people
2292.533-2292.693: that
2292.693-2293.012: that
2293.012-2293.332: that
2293.332-2293.652: people
2293.652-2294.052: could
2294.052-2294.212: speak
2294.212-2294.452: to
2294.452-2294.532: each
2294.532-2294.771: other
2294.771-2295.251: or
2295.251-2295.491: communicate
2295.491-2295.651: with
2295.651-2295.891: with
2295.891-2296.050: each
2296.050-2296.130: other
2296.290-2296.665: but
2296.944-2297.184: now
2297.184-2297.343: there
2297.343-2297.583: is
2298.540-2298.939: so
2298.939-2299.179: if
2299.179-2299.258: if
2299.498-2299.817: because
2299.817-2300.057: people
2300.057-2300.216: can
2300.216-2300.535: be
2300.535-2300.615: online
2300.775-2301.094: and
2301.094-2301.253: and
2301.333-2301.493: i
2301.653-2301.732: i'm
2301.732-2301.892: a
2301.892-2302.211: big
2302.211-2302.530: believer
2302.530-2302.770: in
2302.770-2302.929: sort
2302.929-2303.408: of
2303.408-2303.887: citizen
2303.887-2304.366: journalism
2305.882-2306.281: and
2306.281-2306.520: and
2306.520-2306.840: and
2306.840-2306.999: actually
2307.159-2307.398: being
2307.398-2307.637: way
2307.637-2307.957: better
2308.515-2308.755: way
2308.755-2309.074: better
2309.074-2309.574: than
2310.510-2310.989: because
2310.989-2311.069: see
2311.149-2311.229: like
2312.840-2313.000: at
2313.000-2313.160: first
2313.160-2313.400: this
2313.400-2313.560: in
2313.560-2313.960: journalism
2313.960-2314.120: may
2314.120-2314.360: sound
2314.360-2314.520: like
2314.600-2314.680: well
2315.000-2315.240: that
2315.240-2315.480: isn't
2315.480-2315.560: that
2315.880-2316.040: doesn't
2316.040-2316.200: that
2316.200-2316.440: mean
2316.440-2316.520: just
2316.520-2316.680: a
2316.680-2316.760: whole
2316.760-2316.840: bunch
2316.840-2317.080: of
2317.080-2317.560: amateur
2317.560-2317.720: or
2317.720-2318.200: during
2318.200-2318.520: journalism
2318.760-2318.920: no
2319.160-2319.320: actually
2319.400-2319.640: it's
2319.640-2319.880: way
2319.880-2320.360: better
2320.360-2320.860: because
2320.920-2321.000: if
2321.000-2321.240: you
2321.240-2321.740: have
2321.800-2322.280: actual
2322.280-2322.520: experts
2322.520-2322.600: in
2322.600-2322.840: the
2322.840-2323.340: field
2323.400-2323.720: saying
2323.720-2323.960: things
2325.400-2325.640: that's
2325.640-2325.800: way
2325.800-2326.040: better
2326.040-2326.200: than
2326.200-2326.360: a
2326.360-2326.680: journalist
2327.574-2327.653: if
2327.653-2327.813: you
2327.813-2327.973: have
2327.973-2328.212: at
2328.212-2328.372: people
2328.372-2328.531: who
2328.531-2328.850: are
2328.850-2329.350: actually
2329.409-2329.648: at
2329.648-2329.888: the
2329.888-2330.388: event
2331.005-2331.404: live
2331.803-2331.883: i
2331.883-2331.963: mean
2332.122-2332.202: look
2332.202-2332.521: at
2332.521-2332.840: say
2332.840-2333.160: the
2333.160-2333.559: the
2333.559-2333.798: the
2333.798-2334.298: attempted
2334.596-2334.676: assassination
2334.676-2334.756: of
2334.835-2335.075: president
2335.234-2335.474: trump
2336.112-2336.352: with
2336.352-2336.591: people
2336.591-2336.910: are
2336.910-2337.229: actually
2337.229-2337.389: at
2337.389-2337.628: the
2337.628-2337.868: event
2337.868-2338.107: live
2338.267-2338.586: video
2338.985-2339.144: people
2339.144-2339.384: are
2339.384-2339.624: reporting
2339.624-2339.783: it
2340.421-2340.501: that
2340.741-2340.900: that's
2340.900-2341.060: the
2341.060-2341.220: kind
2341.220-2341.299: of
2341.299-2341.799: thing
2341.858-2342.017: that
2342.017-2342.416: is
2342.416-2342.916: actually
2343.309-2343.549: far
2343.549-2344.049: better
2344.267-2344.767: information
2344.985-2345.485: than
2346.022-2346.522: than
2346.581-2346.900: filtering
2346.900-2346.979: it
2346.979-2347.139: through
2347.139-2347.458: a
2347.458-2347.618: a
2347.618-2347.777: small
2347.777-2347.937: number
2347.937-2348.437: of
2348.495-2348.735: publications
2349.054-2349.293: which
2349.293-2349.453: ends
2349.453-2349.613: up
2349.613-2350.012: being
2350.012-2350.251: controlled
2350.251-2350.751: by
2350.809-2351.208: maybe
2351.208-2351.607: five
2351.607-2351.926: editors
2351.926-2352.166: in
2352.166-2352.405: chief
2352.724-2352.884: there's
2352.964-2353.043: like
2353.203-2353.442: five
2353.442-2353.841: people
2353.841-2354.160: that
2354.160-2354.400: control
2354.400-2354.719: all
2354.719-2354.878: the
2355.038-2355.198: you
2355.198-2355.277: know
2355.756-2355.995: the
2355.995-2356.315: news
2358.245-2358.405: and
2358.645-2358.805: even
2358.805-2358.965: though
2358.965-2359.045: there
2359.045-2359.205: are
2359.205-2359.685: multiple
2359.685-2360.005: newspapers
2360.645-2360.805: it's
2360.885-2361.045: you
2361.045-2361.205: know
2361.605-2361.765: new
2361.765-2361.925: york
2361.925-2362.245: times
2362.245-2362.405: soul
2362.405-2362.485: street
2362.565-2362.805: journal
2362.885-2363.205: washington
2363.205-2363.445: post
2363.605-2363.765: you
2363.765-2363.845: know
2363.925-2364.005: a
2364.005-2364.165: few
2364.165-2364.405: others
2365.125-2365.365: and
2365.605-2365.765: and
2365.765-2366.165: they
2366.165-2366.645: decide
2366.645-2366.885: what
2366.885-2367.285: what
2367.285-2367.445: what
2367.445-2367.765: is
2367.765-2368.245: news
2368.885-2369.045: but
2369.045-2369.205: it
2369.205-2369.445: that
2369.445-2369.605: should
2369.605-2369.765: not
2369.765-2370.005: be
2370.005-2370.085: what
2370.420-2370.580: how
2370.580-2370.740: how
2370.740-2370.820: it
2370.820-2370.900: works
2371.060-2371.220: it
2371.220-2371.300: should
2371.300-2371.380: be
2371.380-2371.620: the
2371.620-2371.780: that
2371.780-2371.940: the
2371.940-2372.100: the
2372.100-2372.180: voice
2372.180-2372.260: of
2372.260-2372.500: the
2372.500-2372.740: people
2373.060-2373.220: the
2373.220-2373.620: cumulative
2373.620-2373.700: voice
2373.700-2373.780: of
2373.780-2373.940: the
2373.940-2374.260: people
2374.260-2374.500: should
2374.500-2374.740: decide
2374.740-2374.820: what
2374.820-2374.980: is
2374.980-2375.220: news
2375.220-2375.460: were
2383.631-2383.870: thank
2383.870-2383.950: you
2384.428-2384.747: first
2384.747-2384.827: off
2384.907-2384.987: if
2385.066-2385.146: i
2385.146-2385.465: want
2385.465-2385.784: dan
2385.784-2385.944: the
2385.944-2386.183: call
2386.183-2386.342: here
2386.741-2386.901: she's
2386.901-2387.060: the
2387.060-2387.140: one
2387.140-2387.379: that
2387.379-2387.539: holding
2387.539-2387.778: the
2387.778-2387.938: mic
2388.655-2389.054: really
2389.054-2389.373: awesome
2391.606-2391.686: i
2391.686-2391.925: know
2391.925-2392.084: you
2392.084-2392.244: said
2392.244-2392.324: you
2392.324-2392.483: were
2392.483-2392.643: a
2392.643-2393.143: little
2393.999-2394.499: spectrum
2394.637-2395.035: autistic
2395.610-2395.690: i
2395.690-2395.850: mean
2396.410-2396.650: little
2396.730-2396.890: sure
2397.130-2397.290: yes
2397.610-2398.010: so
2398.170-2398.330: i
2399.050-2399.210: the
2399.210-2399.290: only
2399.290-2399.530: reason
2399.610-2399.690: i
2399.690-2399.850: say
2399.850-2400.090: that
2400.090-2400.250: is
2400.410-2400.490: i
2400.490-2400.650: re
2401.050-2401.130: out
2401.130-2401.370: of
2401.370-2401.770: every
2401.770-2402.170: successful
2402.170-2402.410: person
2402.490-2402.730: i've
2402.730-2403.230: ever
2403.450-2403.690: seen
2404.570-2404.890: you
2404.890-2405.050: are
2405.050-2405.450: the
2405.450-2405.770: one
2405.770-2406.250: person
2406.250-2406.490: that
2406.650-2406.730: i
2406.730-2407.050: can
2407.050-2407.210: relate
2407.210-2407.370: to
2407.370-2407.530: the
2407.530-2407.610: most
2407.770-2407.930: so
2408.090-2408.250: i'm
2408.250-2408.410: sorry
2408.410-2408.490: if
2408.570-2408.730: i'm
2408.730-2409.210: over
2409.210-2409.370: replace
2409.370-2409.450: a
2409.450-2409.690: little
2409.690-2409.770: bit
2410.982-2411.482: i
2411.619-2411.938: remember
2411.938-2412.257: you
2412.257-2412.576: had
2412.576-2413.054: stated
2413.054-2413.533: that
2413.533-2414.033: you
2414.170-2414.569: hate
2414.569-2414.808: the
2414.808-2414.968: fact
2414.968-2415.287: that
2415.287-2415.526: every
2415.526-2415.765: single
2415.765-2416.004: time
2416.004-2416.164: you
2416.164-2416.403: hire
2416.403-2416.903: someone
2417.040-2417.200: for
2417.200-2417.439: their
2417.439-2417.939: talent
2418.236-2418.396: and
2418.396-2418.475: serve
2418.475-2418.555: of
2418.555-2418.874: their
2418.874-2419.193: passion
2419.831-2420.149: so
2420.229-2420.389: i
2420.389-2420.628: want
2420.628-2420.707: to
2420.707-2420.787: be
2420.787-2420.867: able
2420.867-2421.026: to
2421.026-2421.186: say
2421.425-2421.505: the
2421.664-2422.164: galileo
2422.222-2422.302: test
2422.541-2422.700: i
2422.700-2423.179: passed
2423.179-2423.657: xavier
2423.657-2423.896: pass
2425.429-2425.589: don
2425.669-2426.149: lemon
2426.149-2426.389: pass
2426.628-2426.948: dark
2426.948-2427.188: test
2427.508-2428.008: spacex
2428.067-2428.387: test
2429.666-2430.066: a
2430.066-2430.306: twelve
2430.546-2430.706: i
2430.706-2430.946: passed
2430.946-2431.185: that
2431.185-2431.425: one
2432.624-2433.124: the
2433.664-2434.064: ninety
2434.064-2434.543: five
2434.543-2434.703: test
2434.863-2435.023: that's
2435.023-2435.183: a
2435.183-2435.502: year
2435.502-2435.742: ninety
2435.742-2435.982: five
2436.382-2436.622: what
2436.622-2436.862: you
2436.862-2437.362: did
2437.821-2437.901: to
2437.901-2437.981: be
2437.981-2438.141: able
2438.141-2438.381: to
2438.381-2438.461: do
2438.541-2438.780: zip
2438.780-2439.020: two
2439.594-2439.753: i've
2439.753-2439.992: done
2439.992-2440.151: that
2440.549-2440.788: slave
2440.788-2441.027: test
2441.425-2441.585: jobs
2441.903-2442.142: steve
2442.142-2442.461: jobs
2442.461-2442.620: test
2443.655-2444.155: reality
2444.213-2444.713: goodness
2444.850-2445.089: test
2445.567-2445.885: the
2445.885-2446.283: reality
2446.283-2446.602: actually
2446.602-2446.841: doing
2446.841-2447.159: something
2447.159-2447.398: good
2447.398-2447.558: instead
2447.558-2447.717: of
2447.717-2448.035: just
2448.035-2448.513: talking
2448.513-2448.832: bullshit
2448.832-2448.991: bullshit
2448.991-2449.150: out
2449.150-2449.310: their
2449.310-2449.389: ass
2449.708-2449.947: exactly
2450.743-2450.902: the
2450.982-2451.141: reid
2451.380-2451.880: hoffman
2451.938-2452.097: test
2452.256-2452.756: which
2452.814-2453.291: he
2453.291-2453.530: sc
2453.530-2453.769: at
2453.769-2454.247: you
2454.247-2454.747: because
2454.979-2455.298: you're
2455.298-2455.378: gonna
2455.378-2455.457: to
2455.457-2455.537: be
2455.537-2455.697: the
2455.697-2455.936: first
2455.936-2456.175: man
2456.175-2456.255: to
2456.255-2456.334: be
2456.334-2456.494: able
2456.494-2456.653: to
2456.653-2456.813: put
2456.813-2456.972: life
2456.972-2457.132: on
2457.291-2457.530: mars
2457.929-2458.327: but
2458.327-2458.407: it
2458.407-2458.566: was
2458.566-2458.726: gonna
2458.726-2458.806: be
2458.806-2458.965: a
2458.965-2459.204: turtle
2459.682-2460.081: so
2460.081-2460.320: now
2460.320-2460.479: he
2460.479-2460.878: kind
2460.878-2461.117: is
2461.117-2461.436: walking
2461.436-2461.596: back
2461.596-2461.755: on
2461.755-2461.835: that
2461.994-2462.313: but
2462.313-2462.472: anyways
2462.632-2462.712: you
2462.712-2462.951: guys
2462.951-2463.030: have
2463.429-2463.668: we're
2463.668-2463.907: good
2463.907-2464.146: friends
2465.262-2465.762: so
2465.980-2466.219: i
2466.219-2466.538: want
2466.538-2467.038: to
2469.424-2469.583: i
2469.743-2469.823: i
2469.823-2470.062: would
2470.062-2470.562: classify
2470.780-2471.019: myself
2471.019-2471.259: the
2471.259-2471.578: easiest
2471.578-2471.898: way
2471.898-2472.137: is
2472.297-2472.797: p
2473.015-2473.334: s
2474.372-2474.872: quantum
2475.010-2475.170: engineer
2475.409-2475.808: and
2475.808-2475.968: my
2475.968-2476.127: friend
2476.207-2476.526: brandon
2476.766-2477.085: and
2477.085-2477.325: my
2477.325-2477.825: wife
2478.442-2478.921: ph
2478.921-2479.001: and
2479.080-2479.479: brandon
2479.479-2479.799: over
2479.799-2479.958: there
2481.490-2481.730: i
2481.890-2482.050: i
2482.050-2482.210: want
2482.210-2482.370: to
2482.370-2482.530: give
2482.530-2482.610: you
2482.610-2482.850: my
2482.850-2483.090: business
2483.090-2483.330: card
2483.650-2483.810: okay
2484.050-2484.290: yeah
2484.290-2484.610: five
2484.610-2485.010: seconds
2485.650-2485.810: or
2485.810-2486.050: five
2486.050-2486.530: seconds
2487.410-2487.650: we
2487.650-2487.730: we
2487.730-2487.810: have
2487.810-2487.970: to
2487.970-2488.050: move
2488.050-2488.290: on
2488.290-2488.610: to
2488.610-2488.850: to
2488.850-2489.090: questions
2489.250-2489.410: so
2489.410-2489.490: to
2489.490-2489.650: see
2489.650-2489.810: the
2489.810-2489.890: question
2490.050-2490.210: it's
2490.210-2490.530: it's
2490.530-2490.610: it's
2491.330-2491.570: the
2491.570-2491.730: the
2492.210-2492.290: just
2492.290-2492.370: to
2492.370-2492.450: be
2492.450-2492.610: clear
2492.850-2493.010: the
2493.010-2493.330: the
2493.330-2493.490: the
2493.490-2493.650: goal
2493.650-2493.970: of
2493.970-2494.130: the
2494.130-2494.210: goal
2494.210-2494.370: of
2494.370-2494.530: the
2494.530-2495.010: questions
2495.010-2495.090: is
2495.090-2495.330: to
2495.330-2495.570: ask
2495.570-2495.890: questions
2495.890-2496.130: that
2496.130-2496.290: you
2496.290-2496.585: think
2496.784-2497.024: that
2497.024-2497.183: the
2497.183-2497.502: public
2497.502-2497.662: would
2497.662-2497.821: be
2497.821-2498.061: interested
2498.061-2498.220: in
2498.220-2498.459: hearing
2498.459-2498.779: the
2498.779-2498.858: answer
2498.858-2499.018: to
2499.337-2499.497: to
2499.497-2499.576: be
2499.576-2499.736: clear
2499.975-2500.055: that
2500.055-2500.214: is
2500.214-2500.454: the
2502.209-2502.448: that's
2502.448-2502.528: what
2502.528-2502.687: we're
2502.687-2503.006: after
2503.565-2503.644: okay
2503.964-2504.464: so
2504.681-2504.761: you
2504.761-2504.841: know
2505.001-2505.160: it's
2505.160-2505.320: it's
2505.320-2505.639: you
2505.639-2505.798: you
2505.798-2505.958: wanna
2505.958-2506.117: ask
2506.277-2506.357: like
2506.596-2506.676: well
2507.314-2507.553: you're
2507.553-2507.793: you're
2507.793-2508.032: interested
2508.032-2508.191: in
2508.191-2508.271: in
2508.271-2508.431: an
2508.431-2508.750: particular
2508.750-2508.909: question
2509.069-2509.308: but
2509.308-2509.707: probably
2510.519-2510.759: that
2510.759-2510.838: there's
2510.838-2510.918: a
2510.918-2511.078: lot
2511.078-2511.237: of
2511.237-2511.317: people
2511.317-2511.476: in
2511.556-2511.955: america
2511.955-2512.114: and
2512.114-2512.194: in
2512.354-2512.752: pennsylvania
2512.752-2513.071: that
2513.071-2513.550: that
2513.550-2513.709: are
2513.709-2513.948: also
2513.948-2514.188: interested
2514.188-2514.267: in
2514.267-2514.506: that
2514.506-2514.746: question
2515.064-2515.224: and
2515.224-2515.463: that
2515.463-2515.623: that
2515.623-2515.862: those
2515.862-2515.942: those
2515.942-2516.021: are
2516.021-2516.101: the
2516.101-2516.181: kind
2516.181-2516.340: of
2516.340-2516.580: questions
2516.580-2516.659: we're
2516.739-2516.978: aiming
2516.978-2517.138: for
2517.138-2517.297: here
2518.653-2518.732: so
2518.972-2519.051: but
2519.051-2519.291: that
2519.291-2519.450: but
2519.450-2519.610: thank
2519.610-2519.689: you
2522.639-2522.879: built
2523.118-2523.517: america
2523.756-2523.835: i
2523.835-2523.995: was
2523.995-2524.473: wondering
2524.473-2524.633: if
2524.633-2524.872: you
2524.872-2525.372: can
2525.764-2526.002: i'll
2526.002-2526.241: bring
2526.877-2527.116: and
2527.116-2527.355: instead
2527.355-2527.514: going
2527.514-2527.673: to
2527.673-2528.071: pittsburgh
2528.071-2528.150: to
2528.150-2528.230: be
2528.230-2528.389: out
2528.389-2528.548: to
2528.548-2528.707: bring
2528.707-2528.787: to
2528.946-2529.446: bethlehem
2529.662-2529.741: to
2530.059-2530.139: lehigh
2530.218-2530.457: valley
2530.457-2530.616: to
2530.616-2530.696: be
2530.696-2530.775: out
2530.775-2530.935: to
2530.935-2531.093: bring
2531.093-2531.412: that
2531.412-2531.650: up
2531.650-2531.810: again
2533.400-2533.639: steel
2534.196-2534.673: bethlehem
2534.673-2534.912: steel
2535.230-2535.548: just
2535.548-2535.707: one
2535.707-2536.026: building
2536.026-2536.185: out
2536.662-2537.139: the
2537.139-2537.219: the
2537.537-2537.696: us
2538.030-2538.190: sure
2538.430-2538.590: and
2538.750-2538.830: i
2538.830-2539.070: know
2539.070-2539.390: you're
2539.390-2539.890: looking
2540.110-2540.270: between
2540.750-2540.830: at
2540.990-2541.390: pittsburgh
2541.870-2541.950: i
2541.950-2542.110: was
2542.110-2542.510: wondering
2542.510-2542.670: if
2542.670-2542.910: you
2542.910-2543.230: can
2543.230-2543.390: look
2543.390-2543.470: at
2543.790-2543.870: lehigh
2544.030-2544.530: valley
2544.830-2544.990: to
2544.990-2545.070: be
2545.070-2545.310: able
2545.310-2545.810: to
2546.030-2546.430: grow
2546.430-2546.750: what
2546.750-2547.250: was
2547.390-2547.630: what
2547.630-2547.870: make
2548.110-2548.510: america
2548.510-2548.670: great
2550.685-2550.845: okay
2552.205-2552.365: well
